,gameId,season_x,week,lastName,firstName,position,uniformNumber,opponent,team,att,comp,passYds,passTds,ints,sacks,sackYds,rush,rushYds,rushTds,rec,recYds,recTds,QB Rating,season_y,type,surface,temperature,conditions,windSpeed
26863,4909,2019,17,Griffin,R,QB,10,Steelers,Ravens,21,11,96,0,1,3,15,8,50,0,0,0,0,44.94047619047619,2019,Regular,Grass,48.0,moderate rain,8.03
26875,4899,2019,17,Brees,D,QB,9,Panthers,Saints,30,19,253,3,0,0,0,1,-1,0,0,0,0,123.33333333333334,2019,Regular,Grass,67.0,light rain,13.87
26888,4913,2019,17,Wilson,R,QB,3,49ers,Seahawks,40,25,233,2,0,1,10,8,29,0,0,0,0,95.10416666666667,2019,Regular,Turf,49.0,few clouds,4.7
26899,4909,2019,17,Hodges,Devlin,QB,6,Ravens,Steelers,25,9,95,0,0,2,18,1,-1,0,0,0,0,47.91666666666667,2019,Regular,Grass,48.0,moderate rain,8.03
26949,4936,2020,1,Garoppolo,J,QB,10,Cardinals,49ers,33,19,259,2,0,3,16,1,9,0,0,0,0,102.96717171717174,2020,Regular,Grass,66.0,haze,6.0
26970,4935,2020,1,Burrow,Joe,QB,9,Chargers,Bengals,36,23,193,0,1,3,20,8,46,1,0,0,0,66.08796296296296,2020,Regular,Turf,83.0,partly cloudy,6.0
26980,4926,2020,1,Allen,Josh,QB,17,Jets,Bills,46,33,312,2,0,3,6,14,57,1,0,0,0,104.61956521739131,2020,Regular,Grass,67.0,cloudy,15.0
26990,4940,2020,1,Lock,Drew,QB,3,Titans,Broncos,33,22,216,1,0,0,0,3,5,0,0,0,0,95.01262626262627,2020,Regular,Grass,74.0,clear sky,1.01
27004,4929,2020,1,Mayfield,Baker,QB,6,Ravens,Browns,39,21,189,1,1,2,21,2,3,0,0,0,0,65.01068376068376,2020,Regular,Turf,76.0,cloudy,5.0
27028,4936,2020,1,Murray,Kyler,QB,1,49ers,Cardinals,40,26,230,1,1,2,6,13,91,1,0,0,0,78.125,2020,Regular,Grass,66.0,haze,6.0
27038,4935,2020,1,Taylor,T,QB,2,Bengals,Chargers,30,16,208,0,0,2,1,6,7,0,0,0,0,75.41666666666667,2020,Regular,Turf,83.0,partly cloudy,6.0
27049,4925,2020,1,Mahomes,Patrick,QB,15,Texans,Chiefs,32,24,211,3,0,1,8,0,0,0,0,0,0,123.30729166666667,2020,Regular,Grass,56.0,cloudy,7.0
27057,4930,2020,1,Rivers,P,QB,17,Jaguars,Colts,46,36,363,1,2,0,0,1,3,0,0,0,0,89.31159420289858,2020,Regular,Grass,80.0,cloudy,3.0
27078,4934,2020,1,Fitzpatrick,R,QB,12,Patriots,Dolphins,30,20,191,0,3,1,9,5,18,0,0,0,0,42.5,2020,Regular,Turf,70.0,partly cloudy,8.0
27088,4928,2020,1,Wentz,C,QB,11,Washington,Eagles,42,24,270,2,2,8,62,1,2,0,0,0,0,72.51984126984127,2020,Regular,Grass,76.0,cloudy,5.0
27121,4930,2020,1,Minshew,Gardner,QB,15,Colts,Jaguars,20,19,173,3,0,4,23,5,19,0,0,0,0,167.29166666666666,2020,Regular,Grass,80.0,cloudy,3.0
27132,4926,2020,1,Darnold,Sam,QB,14,Bills,Jets,35,21,215,1,1,3,13,1,6,0,0,0,0,75.29761904761904,2020,Regular,Grass,67.0,cloudy,15.0
27164,4931,2020,1,Bridgewater,T,QB,5,Raiders,Panthers,34,22,270,1,0,1,10,4,26,0,0,0,0,98.8970588235294,2020,Regular,Grass,81.0,clear sky,5.0
27176,4934,2020,1,Newton,C,QB,1,Dolphins,Patriots,19,15,155,0,0,2,15,15,75,2,0,0,0,101.86403508771929,2020,Regular,Turf,70.0,partly cloudy,8.0
27184,4931,2020,1,Carr,D,QB,5,Panthers,Raiders,30,22,239,1,0,0,0,0,0,0,0,0,0,107.5,2020,Regular,Grass,81.0,clear sky,5.0
27205,4929,2020,1,Jackson,Lamar,QB,8,Browns,Ravens,25,20,275,3,0,2,14,7,45,0,0,0,0,154.58333333333334,2020,Regular,Turf,76.0,cloudy,5.0
27241,4939,2020,1,Roethlisberger,B,QB,7,Giants,Steelers,32,21,229,3,0,2,21,3,9,0,0,0,0,117.83854166666667,2020,Regular,Turf,65.0,clear sky,15.14
27252,4925,2020,1,Watson,Deshaun,QB,4,Chiefs,Texans,32,20,253,1,1,4,11,6,27,1,0,0,0,84.50520833333334,2020,Regular,Grass,56.0,cloudy,7.0
27262,4940,2020,1,Tannehill,R,QB,17,Broncos,Titans,43,29,249,2,0,1,2,3,14,0,0,0,0,97.91666666666666,2020,Regular,Grass,74.0,clear sky,1.01
27283,4928,2020,1,Haskins,Dwayne,QB,7,Eagles,Washington,31,17,178,1,0,3,19,7,17,0,0,0,0,82.45967741935483,2020,Regular,Grass,76.0,cloudy,5.0
27292,5233,2020,2,Garoppolo,J,QB,10,Jets,49ers,16,14,131,2,0,1,8,0,0,0,0,0,0,150.78125,2020,Regular,Turf,62.0,clear sky,12.75
27293,5233,2020,2,Mullens,Nick,QB,4,Jets,49ers,11,8,71,0,1,2,17,2,-2,0,0,0,0,51.704545454545446,2020,Regular,Turf,62.0,clear sky,12.75
27304,5237,2020,2,Trubisky,Mitchell,QB,10,Giants,Bears,28,18,190,2,2,4,21,4,16,0,0,0,0,77.97619047619048,2020,Regular,Grass,69.0,few clouds,12.75
27317,5228,2020,2,Burrow,Joe,QB,9,Browns,Bengals,61,37,316,3,0,3,31,7,19,0,0,0,0,90.60792349726778,2020,Regular,Grass,65.0,clear sky,8.0
27328,5234,2020,2,Allen,Josh,QB,17,Dolphins,Bills,35,24,417,4,0,1,4,4,18,0,0,0,0,146.96428571428572,2020,Regular,Grass,90.0,broken clouds,10.29
27342,5231,2020,2,Driskel,Jeff,QB,6,Steelers,Broncos,34,18,256,2,1,6,53,2,5,0,0,0,0,84.92647058823529,2020,Regular,Grass,65.0,clear sky,8.05
27354,5228,2020,2,Mayfield,Baker,QB,6,Bengals,Browns,23,16,219,2,1,0,0,3,5,0,0,0,0,110.59782608695652,2020,Regular,Grass,65.0,clear sky,8.0
27363,5230,2020,2,Brady,T,QB,12,Panthers,Buccaneers,35,23,217,1,1,0,0,1,0,0,0,0,0,80.29761904761905,2020,Regular,Grass,86.0,broken clouds,13.87
27424,5234,2020,2,Fitzpatrick,R,QB,12,Bills,Dolphins,47,31,328,2,0,3,17,3,12,0,0,0,0,100.31028368794325,2020,Regular,Grass,90.0,broken clouds,10.29
27435,5229,2020,2,Wentz,C,QB,11,Rams,Eagles,43,26,242,0,2,0,0,2,7,1,0,0,0,56.540697674418595,2020,Regular,Grass,64.0,few clouds,12.75
27465,5238,2020,2,Minshew,Gardner,QB,15,Titans,Jaguars,45,30,339,3,2,2,24,4,19,0,0,0,0,92.73148148148147,2020,Regular,Grass,74.0,few clouds,3.36
27476,5233,2020,2,Darnold,Sam,QB,14,49ers,Jets,32,21,179,1,0,1,6,2,7,0,0,0,0,90.49479166666666,2020,Regular,Turf,62.0,clear sky,12.75
27488,5236,2020,2,Stafford,M,QB,9,Packers,Lions,33,20,244,2,1,4,26,1,4,0,0,0,0,90.97222222222221,2020,Regular,Grass,68.0,clear sky,9.17
27498,5236,2020,2,Rodgers,A,QB,12,Lions,Packers,30,18,240,2,0,1,11,2,12,0,1,-6,0,107.63888888888889,2020,Regular,Grass,68.0,clear sky,9.17
27511,5230,2020,2,Bridgewater,T,QB,5,Buccaneers,Panthers,42,33,367,0,2,5,27,0,0,0,0,0,0,84.12698412698413,2020,Regular,Grass,86.0,broken clouds,13.87
27522,5242,2020,2,Newton,C,QB,1,Seahawks,Patriots,44,30,397,1,1,1,0,11,47,2,0,0,0,94.60227272727272,2020,Regular,Turf,68.0,clear sky,3.44
27544,5229,2020,2,Goff,J,QB,16,Eagles,Rams,27,20,267,3,0,1,9,7,13,0,0,0,0,142.05246913580248,2020,Regular,Grass,64.0,few clouds,12.75
27577,5242,2020,2,Wilson,R,QB,3,Patriots,Seahawks,28,21,288,5,1,2,13,5,39,0,0,0,0,152.08333333333331,2020,Regular,Turf,68.0,clear sky,3.44
27587,5231,2020,2,Roethlisberger,B,QB,7,Broncos,Steelers,41,29,311,2,1,1,10,3,-2,0,0,0,0,98.72967479674797,2020,Regular,Grass,65.0,clear sky,8.05
27608,5238,2020,2,Tannehill,R,QB,17,Jaguars,Titans,24,18,239,4,0,1,8,4,12,0,0,0,0,161.63194444444443,2020,Regular,Grass,74.0,few clouds,3.36
27641,5248,2020,3,Mullens,Nick,QB,4,Giants,49ers,36,25,343,1,0,2,16,4,0,0,0,0,0,108.91203703703705,2020,Regular,Turf,78.0,broken clouds,4.7
27664,5251,2020,3,Burrow,Joe,QB,9,Eagles,Bengals,44,31,312,2,0,8,56,1,-1,0,0,0,0,105.49242424242425,2020,Regular,Grass,79.0,broken clouds,5.82
27675,5246,2020,3,Allen,Josh,QB,17,Rams,Bills,33,24,311,4,1,4,37,4,8,1,0,0,0,129.7348484848485,2020,Regular,Turf,81.0,broken clouds,3.0
27686,5256,2020,3,Driskel,Jeff,QB,6,Buccaneers,Broncos,30,17,176,1,1,5,45,3,14,0,0,0,0,70.97222222222221,2020,Regular,Grass,52.0,overcast clouds,1.01
27698,5250,2020,3,Mayfield,Baker,QB,6,Washington,Browns,23,16,156,2,0,2,14,1,1,0,0,0,0,117.30072463768116,2020,Regular,Grass,77.0,clear sky,16.11
27707,5256,2020,3,Brady,T,QB,12,Broncos,Buccaneers,38,25,297,3,0,2,12,5,0,0,0,0,0,115.78947368421053,2020,Regular,Grass,52.0,overcast clouds,1.01
27737,5259,2020,3,Mahomes,Patrick,QB,15,Ravens,Chiefs,42,31,385,4,0,0,0,4,26,1,0,0,0,133.53174603174605,2020,Regular,Grass,73.0,cloudy,8.0
27760,5257,2020,3,Prescott,D,QB,4,Seahawks,Cowboys,57,37,472,3,2,2,11,6,26,0,0,0,0,93.60380116959064,2020,Regular,Turf,65.0,few clouds,8.05
27770,5244,2020,3,Fitzpatrick,R,QB,12,Jaguars,Dolphins,20,18,160,2,0,1,4,7,38,1,1,0,0,143.75,2020,Regular,Grass,81.0,partly cloudy,12.0
27780,5251,2020,3,Wentz,C,QB,11,Bengals,Eagles,47,29,225,1,2,3,19,9,65,1,0,0,0,62.81028368794327,2020,Regular,Grass,79.0,broken clouds,5.82
27813,5244,2020,3,Minshew,Gardner,QB,15,Dolphins,Jaguars,42,30,275,0,1,4,29,3,22,0,0,0,0,78.96825396825396,2020,Regular,Grass,81.0,partly cloudy,12.0
27863,5245,2020,3,Newton,C,QB,1,Raiders,Patriots,28,17,162,1,1,2,6,9,27,0,0,0,0,73.80952380952381,2020,Regular,Turf,77.0,overcast clouds,8.05
27873,5245,2020,3,Carr,D,QB,5,Patriots,Raiders,32,24,261,2,0,2,13,2,10,0,0,0,0,119.40104166666667,2020,Regular,Turf,77.0,overcast clouds,8.05
27884,5246,2020,3,Goff,J,QB,16,Bills,Rams,32,23,321,2,1,2,10,2,4,1,0,0,0,111.58854166666667,2020,Regular,Turf,81.0,broken clouds,3.0
27894,5259,2020,3,Jackson,Lamar,QB,8,Chiefs,Ravens,28,15,97,1,0,4,27,9,83,0,0,0,0,73.06547619047619,2020,Regular,Grass,73.0,cloudy,8.0
27914,5257,2020,3,Wilson,R,QB,3,Cowboys,Seahawks,40,27,315,5,0,4,20,6,22,0,0,0,0,132.8125,2020,Regular,Turf,65.0,few clouds,8.05
27925,5247,2020,3,Roethlisberger,B,QB,7,Texans,Steelers,36,23,237,2,0,2,19,5,-3,0,0,0,0,101.27314814814817,2020,Regular,Grass,77.0,broken clouds,10.29
27937,5247,2020,3,Watson,Deshaun,QB,4,Steelers,Texans,27,19,264,2,1,5,33,1,5,0,0,0,0,110.72530864197532,2020,Regular,Grass,77.0,broken clouds,10.29
27969,5250,2020,3,Haskins,Dwayne,QB,7,Browns,Washington,37,21,224,2,3,3,18,2,2,0,0,0,0,58.840090090090094,2020,Regular,Grass,77.0,clear sky,16.11
27980,5274,2020,4,Mullens,Nick,QB,4,Eagles,49ers,26,18,200,1,2,4,28,0,0,0,0,0,0,72.59615384615384,2020,Regular,Grass,84.0,clear sky,12.0
27981,5274,2020,4,Beathard,C.J.,QB,3,Eagles,49ers,19,14,138,0,0,1,9,0,0,0,0,0,0,93.75,2020,Regular,Grass,84.0,clear sky,12.0
27990,5262,2020,4,Foles,N,QB,9,Colts,Bears,42,26,249,1,1,1,8,2,-1,0,0,0,0,76.3888888888889,2020,Regular,Grass,52.0,broken clouds,11.41
28001,5264,2020,4,Burrow,Joe,QB,9,Jaguars,Bengals,36,25,300,1,1,1,0,4,11,0,0,0,0,92.3611111111111,2020,Regular,Turf,67.0,scattered clouds,12.75
28023,5260,2020,4,Rypien,Brett,QB,4,Jets,Broncos,31,19,242,2,3,0,0,5,-5,0,0,0,0,66.86827956989247,2020,Regular,Turf,54.0,cloudy,6.0
28045,5268,2020,4,Brady,T,QB,12,Chargers,Buccaneers,46,30,369,5,1,0,0,3,-3,0,0,0,0,117.02898550724636,2020,Regular,Grass,75.0,overcast clouds,8.05
28057,5263,2020,4,Murray,Kyler,QB,1,Panthers,Cardinals,31,24,133,3,0,1,0,6,78,0,0,0,0,116.73387096774192,2020,Regular,Grass,68.0,scattered clouds,8.05
28066,5268,2020,4,Herbert,Justin,QB,10,Buccaneers,Chargers,25,20,290,3,1,2,12,5,14,0,0,0,0,140.41666666666669,2020,Regular,Grass,75.0,overcast clouds,8.05
28077,5272,2020,4,Mahomes,Patrick,QB,15,Patriots,Chiefs,29,19,236,2,0,1,7,8,28,0,0,0,0,113.57758620689656,2020,Regular,Grass,66.0,clear sky,11.41
28086,5262,2020,4,Rivers,P,QB,17,Bears,Colts,29,16,190,1,0,1,4,3,-4,0,0,0,0,86.85344827586206,2020,Regular,Grass,52.0,broken clouds,11.41
28107,5267,2020,4,Fitzpatrick,R,QB,12,Seahawks,Dolphins,45,29,315,0,2,1,3,6,47,1,0,0,0,66.43518518518519,2020,Regular,Grass,89.0,scattered clouds,14.99
28120,5274,2020,4,Wentz,C,QB,11,49ers,Eagles,28,18,193,1,1,3,19,7,37,1,0,0,0,81.39880952380952,2020,Regular,Grass,84.0,clear sky,12.0
28132,5275,2020,4,Ryan,M,QB,2,Packers,Falcons,39,28,285,0,0,4,36,2,10,0,0,0,0,92.36111111111111,2020,Regular,Grass,56.0,clear sky,11.41
28153,5264,2020,4,Minshew,Gardner,QB,15,Bengals,Jaguars,40,27,351,2,1,3,11,2,9,0,0,0,0,101.14583333333333,2020,Regular,Turf,67.0,scattered clouds,12.75
28162,5260,2020,4,Darnold,Sam,QB,14,Broncos,Jets,42,23,230,0,0,6,54,6,84,1,0,0,0,70.53571428571429,2020,Regular,Turf,54.0,cloudy,6.0
28186,5275,2020,4,Rodgers,A,QB,12,Falcons,Packers,33,27,327,4,0,1,12,1,5,0,0,0,0,151.9570707070707,2020,Regular,Grass,56.0,clear sky,11.41
28196,5263,2020,4,Bridgewater,T,QB,5,Cardinals,Panthers,37,26,276,2,1,0,0,6,32,1,0,0,0,98.47972972972974,2020,Regular,Grass,68.0,scattered clouds,8.05
28208,5272,2020,4,Hoyer,B,QB,8,Chiefs,Patriots,24,15,130,0,1,2,18,1,8,0,0,0,0,59.375000000000014,2020,Regular,Grass,66.0,clear sky,11.41
28209,5272,2020,4,Stidham,Jarrett,QB,4,Chiefs,Patriots,13,5,60,1,2,0,0,2,3,0,0,0,0,14.903846153846153,2020,Regular,Grass,66.0,clear sky,11.41
28242,5270,2020,4,Jackson,Lamar,QB,8,Washington,Ravens,21,14,193,2,1,1,2,7,53,1,0,0,0,107.83730158730155,2020,Regular,Grass,66.0,few clouds,6.93
28264,5267,2020,4,Wilson,R,QB,3,Dolphins,Seahawks,34,24,360,2,1,2,17,4,5,0,0,0,0,112.37745098039215,2020,Regular,Grass,89.0,scattered clouds,14.99
28295,5270,2020,4,Haskins,Dwayne,QB,7,Ravens,Washington,45,32,314,0,0,3,40,3,3,1,0,0,0,90.41666666666669,2020,Regular,Grass,66.0,few clouds,6.93
28305,5285,2020,5,Garoppolo,J,QB,10,Dolphins,49ers,17,7,77,0,2,3,23,0,0,0,0,0,0,6.250000000000004,2020,Regular,Grass,77.0,few clouds,13.87
28306,5285,2020,5,Beathard,C.J.,QB,3,Dolphins,49ers,18,9,94,1,0,2,20,0,0,0,0,0,0,84.02777777777779,2020,Regular,Grass,77.0,few clouds,13.87
28317,5269,2020,5,Foles,N,QB,9,Buccaneers,Bears,42,30,243,1,1,3,35,1,-1,0,0,0,0,83.73015873015873,2020,Regular,Grass,57.0,clear sky,7.0
28329,5284,2020,5,Burrow,Joe,QB,9,Ravens,Bengals,30,19,183,0,1,7,48,3,10,0,0,0,0,66.38888888888889,2020,Regular,Turf,69.0,overcast clouds,10.29
28339,5281,2020,5,Allen,Josh,QB,17,Titans,Bills,41,26,263,2,2,1,10,4,18,0,0,0,0,77.59146341463415,2020,Regular,Grass,73.0,clear sky,3.0
28353,5287,2020,5,Mayfield,Baker,QB,6,Colts,Browns,37,21,247,2,2,1,4,2,17,0,0,0,0,72.69144144144143,2020,Regular,Grass,65.0,overcast clouds,19.46
28362,5269,2020,5,Brady,T,QB,12,Bears,Buccaneers,41,25,253,1,0,3,20,3,0,0,0,0,0,86.73780487804879,2020,Regular,Grass,57.0,clear sky,7.0
28371,5282,2020,5,Murray,Kyler,QB,1,Jets,Cardinals,37,27,380,1,1,1,11,9,31,1,0,0,0,103.43468468468468,2020,Regular,Turf,65.0,overcast clouds,8.05
28392,5277,2020,5,Mahomes,Patrick,QB,15,Raiders,Chiefs,43,22,340,2,1,3,7,6,21,1,0,0,0,83.47868217054263,2020,Regular,Grass,79.0,clear sky,13.87
28402,5287,2020,5,Rivers,P,QB,17,Browns,Colts,33,21,243,0,2,1,3,1,-1,0,0,0,0,60.542929292929294,2020,Regular,Grass,65.0,overcast clouds,19.46
28413,5286,2020,5,Prescott,D,QB,4,Giants,Cowboys,21,14,166,0,1,1,7,2,7,0,1,11,1,70.73412698412697,2020,Regular,Turf,95.0,clear sky,12.75
28414,5286,2020,5,Dalton,A,QB,14,Giants,Cowboys,11,9,111,0,0,1,5,1,0,0,0,0,0,112.31060606060608,2020,Regular,Turf,95.0,clear sky,12.75
28423,5285,2020,5,Fitzpatrick,R,QB,12,49ers,Dolphins,28,22,350,3,0,2,8,3,16,0,0,0,0,155.35714285714286,2020,Regular,Grass,77.0,few clouds,13.87
28435,5283,2020,5,Wentz,C,QB,11,Steelers,Eagles,35,20,258,2,2,5,34,4,11,0,0,0,0,75.6547619047619,2020,Regular,Grass,70.0,few clouds,6.93
28478,5282,2020,5,Flacco,J,QB,5,Cardinals,Jets,33,18,195,1,0,2,17,4,20,0,0,0,0,82.26010101010101,2020,Regular,Turf,65.0,overcast clouds,8.05
28498,5277,2020,5,Carr,D,QB,5,Chiefs,Raiders,31,22,347,3,1,1,1,4,1,0,0,0,0,126.68010752688173,2020,Regular,Grass,79.0,clear sky,13.87
28509,5279,2020,5,Goff,J,QB,16,Washington,Rams,30,21,309,2,1,1,9,3,0,1,0,0,0,111.66666666666664,2020,Regular,Grass,70.0,overcast clouds,3.36
28520,5284,2020,5,Jackson,Lamar,QB,8,Bengals,Ravens,37,19,180,2,1,1,9,2,3,0,0,0,0,71.90315315315316,2020,Regular,Turf,69.0,overcast clouds,10.29
28545,5288,2020,5,Wilson,R,QB,3,Vikings,Seahawks,32,20,217,3,1,4,27,5,58,0,0,0,0,100.65104166666667,2020,Regular,Turf,56.0,light rain,23.04
28554,5283,2020,5,Roethlisberger,B,QB,7,Eagles,Steelers,34,27,239,3,0,1,8,2,-2,0,0,0,0,126.96078431372548,2020,Regular,Grass,70.0,few clouds,6.93
28575,5281,2020,5,Tannehill,R,QB,17,Bills,Titans,28,21,195,3,0,0,0,4,42,1,0,0,0,129.31547619047618,2020,Regular,Grass,73.0,clear sky,3.0
28585,5288,2020,5,Cousins,K,QB,12,Seahawks,Vikings,39,27,249,2,1,3,1,1,2,0,0,0,0,92.78846153846153,2020,Regular,Turf,56.0,light rain,23.04
28597,5279,2020,5,Allen,Kyle,QB,7,Rams,Washington,13,9,74,0,0,2,10,1,7,1,0,0,0,83.49358974358975,2020,Regular,Grass,70.0,overcast clouds,3.36
28598,5279,2020,5,Smith,A,QB,11,Rams,Washington,17,9,37,0,0,6,31,1,1,0,0,0,0,55.26960784313726,2020,Regular,Grass,70.0,overcast clouds,3.36
28608,5300,2020,6,Garoppolo,J,QB,10,Rams,49ers,33,23,268,3,0,0,0,4,8,0,0,0,0,124.30555555555556,2020,Regular,Grass,83.0,clear sky,9.17
28618,5291,2020,6,Foles,N,QB,9,Panthers,Bears,39,23,198,1,1,0,0,5,4,1,0,0,0,70.24572649572649,2020,Regular,Grass,63.0,few clouds,6.93
28639,5290,2020,6,Allen,Josh,QB,17,Chiefs,Bills,27,14,122,2,1,0,0,8,42,0,0,0,0,73.37962962962963,2020,Regular,Turf,50.0,moderate rain,4.32
28649,5278,2020,6,Lock,Drew,QB,3,Patriots,Broncos,24,10,189,0,2,2,25,5,-1,0,0,0,0,34.89583333333334,2020,Regular,Turf,60.0,clear sky,5.82
28660,5298,2020,6,Mayfield,Baker,QB,6,Steelers,Browns,18,10,119,1,2,4,20,1,5,0,0,0,0,48.148148148148145,2020,Regular,Grass,61.0,broken clouds,12.75
28661,5298,2020,6,Keenum,C,QB,7,Steelers,Browns,10,5,46,0,0,0,0,0,0,0,0,0,0,62.916666666666664,2020,Regular,Grass,61.0,broken clouds,12.75
28671,5299,2020,6,Brady,T,QB,12,Packers,Buccaneers,27,17,166,2,0,0,0,0,0,0,0,0,0,104.8611111111111,2020,Regular,Grass,88.0,cloudy,12.0
28693,5290,2020,6,Mahomes,Patrick,QB,15,Bills,Chiefs,26,21,225,2,0,1,4,10,36,0,0,0,0,131.0897435897436,2020,Regular,Turf,50.0,moderate rain,4.32
28725,5302,2020,6,Fitzpatrick,R,QB,12,Jets,Dolphins,27,18,191,3,2,2,8,1,4,0,0,0,0,93.28703703703705,2020,Regular,Grass,85.0,cloudy,12.0
28736,5297,2020,6,Wentz,C,QB,11,Ravens,Eagles,40,21,213,2,0,6,43,5,49,1,0,0,0,84.68750000000001,2020,Regular,Grass,64.0,few clouds,6.93
28768,5293,2020,6,Minshew,Gardner,QB,15,Lions,Jaguars,44,25,243,1,1,1,12,3,14,1,1,0,0,70.54924242424244,2020,Regular,Grass,81.0,scattered clouds,13.87
28778,5302,2020,6,Flacco,J,QB,5,Dolphins,Jets,44,21,186,0,1,3,38,1,0,0,0,0,0,50.0,2020,Regular,Grass,85.0,cloudy,12.0
28789,5293,2020,6,Stafford,M,QB,9,Jaguars,Lions,31,19,223,1,1,0,0,5,14,0,0,0,0,80.44354838709678,2020,Regular,Grass,81.0,scattered clouds,13.87
28799,5299,2020,6,Rodgers,A,QB,12,Buccaneers,Packers,35,16,160,0,2,4,42,2,14,0,0,0,0,35.41666666666667,2020,Regular,Grass,88.0,cloudy,12.0
28811,5291,2020,6,Bridgewater,T,QB,5,Bears,Panthers,29,16,216,0,2,4,25,8,48,0,0,0,0,50.35919540229885,2020,Regular,Grass,63.0,few clouds,6.93
28822,5278,2020,6,Newton,C,QB,1,Broncos,Patriots,25,17,157,0,2,4,24,10,76,1,1,16,0,51.58333333333335,2020,Regular,Turf,60.0,clear sky,5.82
28831,5300,2020,6,Goff,J,QB,16,49ers,Rams,38,19,189,2,1,0,0,1,10,0,0,0,0,71.05263157894738,2020,Regular,Grass,83.0,clear sky,9.17
28841,5297,2020,6,Jackson,Lamar,QB,8,Eagles,Ravens,27,16,186,1,0,3,13,9,108,1,0,0,0,92.51543209876543,2020,Regular,Grass,64.0,few clouds,6.93
28853,5298,2020,6,Roethlisberger,B,QB,7,Browns,Steelers,22,14,162,1,0,2,20,3,5,0,0,0,0,100.9469696969697,2020,Regular,Grass,61.0,broken clouds,12.75
28863,5296,2020,6,Watson,Deshaun,QB,4,Titans,Texans,37,28,335,4,0,2,15,4,26,0,0,0,0,138.90765765765767,2020,Regular,Grass,62.0,moderate rain,8.05
28872,5296,2020,6,Tannehill,R,QB,17,Texans,Titans,41,30,364,4,1,2,26,0,0,0,0,0,0,122.40853658536588,2020,Regular,Grass,62.0,moderate rain,8.05
28893,5295,2020,6,Allen,Kyle,QB,7,Giants,Washington,42,31,280,2,1,3,29,2,8,0,0,0,0,97.3214285714286,2020,Regular,Turf,62.0,broken clouds,9.17
28904,5314,2020,7,Garoppolo,J,QB,10,Patriots,49ers,25,20,277,0,2,1,7,1,4,0,0,0,0,81.58333333333333,2020,Regular,Turf,45.0,few clouds,3.36
28924,5306,2020,7,Burrow,Joe,QB,9,Browns,Bengals,47,35,406,3,1,4,35,6,28,1,0,0,0,112.54432624113475,2020,Regular,Turf,52.0,overcast clouds,8.05
28934,5309,2020,7,Allen,Josh,QB,17,Jets,Bills,43,30,307,0,0,2,11,11,61,0,0,0,0,89.97093023255815,2020,Regular,Turf,51.0,clear sky,8.05
28945,5313,2020,7,Lock,Drew,QB,3,Chiefs,Broncos,40,24,254,0,2,3,20,3,8,1,0,0,0,57.70833333333333,2020,Regular,Grass,12.0,overcast clouds,4.0
28958,5306,2020,7,Mayfield,Baker,QB,6,Bengals,Browns,28,22,294,5,1,0,0,1,-1,0,0,0,0,155.95238095238096,2020,Regular,Turf,52.0,overcast clouds,8.05
28986,5317,2020,7,Herbert,Justin,QB,10,Jaguars,Chargers,43,27,347,3,0,1,2,9,66,1,0,0,0,111.28875968992247,2020,Regular,Grass,67.0,overcast clouds,5.82
29000,5313,2020,7,Mahomes,Patrick,QB,15,Broncos,Chiefs,23,15,200,1,0,3,25,0,0,0,0,0,0,107.1557971014493,2020,Regular,Grass,12.0,overcast clouds,4.0
29012,5311,2020,7,Dalton,A,QB,14,Washington,Cowboys,19,9,75,0,1,3,31,3,16,0,0,0,0,36.074561403508774,2020,Regular,Grass,47.0,light rain,3.36
29020,5304,2020,7,Wentz,C,QB,11,Giants,Eagles,43,25,359,2,1,3,13,7,14,1,0,0,0,91.13372093023257,2020,Regular,Grass,68.0,broken clouds,3.36
29053,5317,2020,7,Minshew,Gardner,QB,15,Chargers,Jaguars,27,14,173,2,0,5,19,4,21,0,0,0,0,96.68209876543209,2020,Regular,Grass,67.0,overcast clouds,5.82
29063,5309,2020,7,Darnold,Sam,QB,14,Bills,Jets,23,12,120,0,2,6,29,0,0,0,0,0,0,31.068840579710148,2020,Regular,Turf,51.0,clear sky,8.05
29107,5314,2020,7,Newton,C,QB,1,49ers,Patriots,15,9,98,0,3,1,8,5,19,0,0,0,0,-4.027777777777778,2020,Regular,Turf,45.0,few clouds,3.36
29108,5314,2020,7,Stidham,Jarrett,QB,4,49ers,Patriots,10,6,64,0,1,1,7,2,3,0,0,0,0,37.083333333333336,2020,Regular,Turf,45.0,few clouds,3.36
29165,5303,2020,7,Roethlisberger,B,QB,7,Titans,Steelers,49,32,268,2,3,0,0,1,-1,0,0,0,0,67.38945578231292,2020,Regular,Grass,60.0,overcast clouds,4.7
29186,5303,2020,7,Tannehill,R,QB,17,Steelers,Titans,30,18,220,2,0,2,10,2,5,0,0,0,0,104.8611111111111,2020,Regular,Grass,60.0,overcast clouds,4.7
29196,5311,2020,7,Allen,Kyle,QB,7,Cowboys,Washington,25,15,194,2,0,2,5,4,11,0,0,0,0,111.08333333333333,2020,Regular,Grass,47.0,light rain,3.36
29206,5327,2020,8,Garoppolo,J,QB,10,Seahawks,49ers,16,11,84,0,1,3,23,4,4,0,0,0,0,55.208333333333336,2020,Regular,Turf,57.0,clear sky,3.36
